,Diện tích,Phòng ngủ,Phòng tắm,Pháp lý,Ngày đăng,Mã BĐS,Địa chỉ,Giá nhà,Mã ĐVHC
0,55.0,2,2,2,11/03/2023,22024930," Phan Anh, Phường Bình Trị Đông, Quận Bình Tân, TPHCM",790000000,777
1,36.0,1,1,2,11/03/2023,21994903," Trích Sài, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",680000000,3
2,60.0,2,2,2,11/03/2023,22038025," Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM",780000000,777
3,75.0,2,2,3,11/03/2023,22031736," Cao Lỗ, Phường 4, Quận 8, TPHCM",2450000000,776
4,75.0,2,2,2,11/03/2023,22024813," Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM",790000000,777
5,78.5,2,2,2,11/03/2023,22049398," Phan Văn Trị, Phường 10, Quận Gò Vấp, TPHCM",1670000000,764
6,60.0,2,2,2,11/03/2023,21979310," Tăng Nhơn Phú, Phường Phước Long B, Quận 9 (TP. Thủ Đức), TPHCM",1421000000,769
7,96.0,3,2,2,11/03/2023,21961979," Hoàng Hoa Thám, Phường 13, Quận Tân Bình, TPHCM",2135000000,766
8,78.0,2,2,2,11/03/2023,22049560," Cộng Hòa, Phường 12, Quận Tân Bình, TPHCM",1850000000,766
9,54.0,2,2,2,11/03/2023,21979290," Gò Dưa, Phường Hiệp Bình Phước, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1396000000,769
10,65.0,2,2,0,11/03/2023,22027899," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",1660000000,773
11,62.0,2,2,2,11/03/2023,21966362," Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",1750000000,767
12,75.0,2,2,2,11/03/2023,22049607," Võ Văn Kiệt, Phường 16, Quận 8, TPHCM",2140000000,776
13,73.5,2,2,2,11/03/2023,21979375," Tạ Quang Bửu, Phường 5, Quận 8, TPHCM",1934000000,776
14,81.0,2,2,2,11/03/2023,22003653," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",2195000000,769
15,70.0,2,2,2,11/03/2023,21962898," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",3540000000,768
16,75.6,2,2,2,11/03/2023,22049694," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",2220000000,768
17,79.0,2,2,2,11/03/2023,21979338," Lương Định Của, Phường Bình Khánh, Quận 2 (TP. Thủ Đức), TPHCM",2236000000,769
18,69.0,2,1,2,11/03/2023,22027807," Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TPHCM",1850000000,765
19,90.0,2,2,2,11/03/2023,21962894," Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, TPHCM",1880000000,766
20,65.2,2,2,2,11/03/2023,22049746," Quốc Lộ 1A, Phường Tân Tạo, Quận Bình Tân, TPHCM",1670000000,777
21,79.0,2,2,2,11/03/2023,21979327," Liên Phường, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",1527000000,769
22,80.0,2,2,2,11/03/2023,22004002," Đường số 62, Phường Bình Trưng Đông, Quận 2 (TP. Thủ Đức), TPHCM",1840000000,769
23,79.0,2,2,2,11/03/2023,21962420," Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, TPHCM",2157000000,778
24,50.6,2,1,2,11/03/2023,22052424," Cô Giang, Phường Cô Giang, Quận 1, TPHCM",2110000000,760
25,64.0,2,2,2,11/03/2023,21979366," Tân Hòa Đông, Phường 13, Quận 6, TPHCM",1659000000,775
26,76.0,2,2,1,11/03/2023,21481982," Lương Định Của, Phường Bình Khánh, Quận 2 (TP. Thủ Đức), TPHCM",3700000000,769
27,105.0,3,2,2,11/03/2023,21962116," Tản Đà, Phường 11, Quận 5, TPHCM",2520000000,774
28,90.5,3,3,2,11/03/2023,22049814," Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",2360000000,769
29,86.0,2,2,2,11/03/2023,21979419," Hậu Giang, Phường 11, Quận 6, TPHCM",1837000000,775
30,67.0,2,2,2,11/03/2023,22028060," Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, TPHCM",1785000000,766
31,84.0,2,2,2,11/03/2023,21962405," Phan Văn Khỏe, Phường 2, Quận 6, TPHCM",2159000000,775
32,50.6,1,1,2,11/03/2023,21979409," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",1378000000,773
33,68.0,2,2,2,11/03/2023,22028102," Nguyễn Thị Tú, Phường Bình Hưng Hòa B, Quận Bình Tân, TPHCM",1550000000,777
34,70.0,2,2,2,11/03/2023,21964286," Phạm văn hai, Phường 3, Quận Tân Bình, TPHCM",2375000000,766
35,65.0,2,2,2,11/03/2023,22054070," Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, TPHCM",1385000000,761
36,68.0,2,2,2,11/03/2023,21979453," Bông Sao, Phường 5, Quận 8, TPHCM",1645000000,776
37,70.0,2,2,0,11/03/2023,22028121," Trương Đăng Quế, Phường 3, Quận Gò Vấp, TPHCM",1650000000,764
38,75.0,2,2,2,11/03/2023,21962558," Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, TPHCM",1753000000,766
39,60.0,2,1,2,11/03/2023,22053995," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",1385000000,778
40,45.0,1,1,2,11/03/2023,21979044," Đường D1, Phường 25, Quận Bình Thạnh, TPHCM",1472000000,765
41,71.0,2,2,2,11/03/2023,22028139," Đường số 20, Phường Hiệp Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1730000000,769
42,64.0,2,2,2,11/03/2023,21962739," Trường Chinh, Phường Tân Thới Nhất, Quận 12, TPHCM",1590000000,761
43,46.0,2,1,2,11/03/2023,21738782," Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",620000000,4
44,72.0,2,2,2,11/03/2023,22054046," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",2155000000,768
45,80.0,2,2,0,11/03/2023,22027371," Nguyễn Văn Luông, Phường 12, Quận 6, TPHCM",1880000000,775
46,64.0,2,2,2,11/03/2023,21962083," Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, TPHCM",1376000000,764
47,48.0,2,2,2,11/03/2023,22033214," Hàng Bông, Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội",700000000,2
48,73.0,2,2,2,11/03/2023,21978550," Lê Văn Khương, Phường Hiệp Thành, Quận 12, TPHCM",1550000000,761
49,124.0,3,2,2,11/03/2023,22052964," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",5650000000,778
50,65.0,2,2,2,11/03/2023,22027396," Đường số 44, Phường 16, Quận 8, TPHCM",1490000000,776
51,81.0,2,2,2,11/03/2023,21962460," Bùi Hữu Nghĩa, Phường 2, Quận Bình Thạnh, TPHCM",1490000000,765
52,50.0,2,2,2,11/03/2023,22033218," Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",650000000,4
53,80.7,2,2,2,11/03/2023,22053879," Lê Đại Hành, Phường 15, Quận 11, TPHCM",2430000000,772
54,69.0,2,2,2,11/03/2023,21979785," Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, TPHCM",1473000000,761
55,71.0,2,2,2,11/03/2023,22027434," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",1760000000,778
56,90.3,3,2,2,11/03/2023,21965207," Lê Văn Khương, Phường Thới An, Quận 12, TPHCM",1510000000,761
57,50.0,2,2,2,11/03/2023,22015517," Trần Bình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",650000000,19
58,69.0,2,2,2,11/03/2023,21979746," Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận, TPHCM",2475000000,768
59,75.0,3,2,2,11/03/2023,22027409," Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, TPHCM",1940000000,777
60,73.0,2,2,2,11/03/2023,21962665," Cao Lỗ, Phường 4, Quận 8, TPHCM",1720000000,776
61,46.0,2,2,2,11/03/2023,22018053," Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",681000000,9
62,114.0,2,3,2,11/03/2023,22053174," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",4500000000,778
63,87.0,2,2,2,11/03/2023,22027534," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",2770000000,771
64,61.0,2,2,2,11/03/2023,21961961," Lê Đại Hành, Phường 15, Quận 11, TPHCM",2247000000,772
65,50.0,2,2,2,11/03/2023,22015479," Đại Cồ Việt, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",700000000,7
66,75.0,2,2,2,11/03/2023,22027484," Điện Biên Phủ, Phường 25, Quận Bình Thạnh, TPHCM",2055000000,765
67,53.0,2,1,2,11/03/2023,21965898," Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, TPHCM",1890000000,767
68,46.0,2,1,2,11/03/2023,21737183," Hoàng Quốc Việt, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",620000000,21
69,75.0,2,2,2,11/03/2023,22003568," Thoại Ngọc Hầu, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",1895000000,767
70,80.0,2,2,2,11/03/2023,21966111," Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, TPHCM",1928000000,777
71,48.0,2,1,2,11/03/2023,21767804," Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",606000000,21
72,82.0,2,2,2,11/03/2023,21966165," Quốc Lộ 1A, Phường Trung Mỹ Tây, Quận 12, TPHCM",1295000000,761
73,45.0,2,1,2,11/03/2023,21738759," Đại Cồ Việt, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",650000000,7
74,88.0,2,2,2,11/03/2023,21961991," Mai Chí Thọ, Phường Thủ Thiêm, Quận 2 (TP. Thủ Đức), TPHCM",1778000000,769
75,46.0,2,1,2,11/03/2023,21737093," Đại Cồ Việt, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",620000000,7
76,58.0,2,1,2,11/03/2023,21962023," Lý Chính Thắng, Phường 8 (Phường Võ Thị Sáu), Quận 3, TPHCM",2863000000,770
77,48.0,2,2,2,11/03/2023,22015957," Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",650000000,3
78,70.0,2,2,2,11/03/2023,21962042," Nguyễn Khoái, Phường 1, Quận 4, TPHCM",2839000000,773
79,50.0,2,1,2,11/03/2023,22018084," Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",700000000,5
80,50.0,2,2,2,11/03/2023,22018073," Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",750000000,7
81,46.0,2,1,2,11/03/2023,21737106," Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",620000000,9
82,50.0,2,2,2,11/03/2023,22015493," Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",680000000,8
83,45.0,2,1,2,11/03/2023,21735542," Nguyễn Chí Thanh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",620000000,1
84,50.0,2,2,2,11/03/2023,22033227," Lạc Trung, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",700000000,7
85,50.0,2,2,1,11/03/2023,22018081," Phạm Hùng, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",700000000,19
86,50.0,2,2,2,11/03/2023,22018074," Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",700000000,3
87,50.0,2,2,2,11/03/2023,22018085," Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",690000000,19
88,50.0,2,2,2,11/03/2023,22018082," Yên Hòa, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",700000000,5
89,50.0,2,2,2,11/03/2023,22026473," Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",660000000,7
90,52.0,2,2,2,11/03/2023,22015904," Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",750000000,8
91,83.0,2,1,3,11/03/2023,21992798," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",5900000000,768
92,50.0,2,2,2,11/03/2023,22015907," Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",700000000,6
93,50.0,2,2,1,11/03/2023,22015928," Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",650000000,3
94,50.0,2,2,2,11/03/2023,22015935," Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",700000000,3
95,48.0,2,2,1,11/03/2023,22015503," Phạm Ngọc Thạch, Phường Kim Liên, Quận Đống Đa, Hà Nội",650000000,6
96,50.0,2,2,2,11/03/2023,22016006," Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",700000000,8
97,50.0,2,2,2,11/03/2023,22015924," Phạm Văn Đồng, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",700000000,21
98,48.0,2,2,2,11/03/2023,22015480," Đại Cồ Việt, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",649999000,7
99,50.0,2,2,1,11/03/2023,22018070," Đại Cồ Việt, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",690000000,7
100,50.0,2,2,2,11/03/2023,22018067," Phạm Văn Đồng, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",650000000,21
101,50.0,2,2,2,11/03/2023,22018069," Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",800000000,9
102,50.0,2,2,2,11/03/2023,22018066," Ô Chợ Dừa, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",700000000,6
103,46.0,2,1,2,11/03/2023,21737140," Phạm Ngọc Thạch, Phường Quang Trung, Quận Đống Đa, Hà Nội",630000000,6
104,46.0,2,1,2,11/03/2023,21737177," Trường Chinh, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",610000000,9
105,48.0,2,1,2,11/03/2023,21901111," Minh Khai, Phường Mai Động, Quận Hoàng Mai, Hà Nội",620000000,8
106,48.0,2,1,2,11/03/2023,21901119," Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",609000000,8
107,50.0,2,2,1,11/03/2023,22015481," Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",660000000,8
108,50.0,2,2,2,11/03/2023,22015488," Phạm Hùng, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",650000000,19
109,92.0,3,2,4,11/03/2023,21959181," Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",3660000000,767
110,90.0,2,2,2,11/03/2023,22050934," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",4900000000,765
111,75.0,2,2,4,11/03/2023,22050901," Hồng Hà, Phường 2, Quận Tân Bình, TPHCM",3800000000,766
112,90.0,2,2,2,11/03/2023,22050942," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",4900000000,765
113,92.0,2,2,2,11/03/2023,22050973," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",4900000000,765
114,92.0,2,2,2,11/03/2023,22050990," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",5500000000,765
115,75.0,2,2,2,11/03/2023,21566880," Phan Văn Trị, Phường 10, Quận Gò Vấp, TPHCM",3700000000,764
116,54.0,1,1,2,11/03/2023,21873759," Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, TPHCM",2000000000,778
117,79.0,2,2,0,11/03/2023,22018447," Nguyên Hồng, Phường 1, Quận Gò Vấp, TPHCM",4099000000,764
118,39.0,1,1,4,11/03/2023,21625382," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",1850000000,778
119,69.0,2,2,2,11/03/2023,21566841," Nguyễn Văn Công, Phường 3, Quận Gò Vấp, TPHCM",3100000000,764
120,69.0,2,2,4,11/03/2023,21629963," Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, TPHCM",3100000000,778
121,76.0,2,2,4,11/03/2023,21629979," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",3900000000,778
122,80.0,2,2,4,11/03/2023,21566859," Trương Đăng Quế, Phường 3, Quận Gò Vấp, TPHCM",3400000000,764
123,68.0,2,2,2,11/03/2023,21887165," Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, TPHCM",2350000000,778
124,54.0,1,1,2,11/03/2023,21913272," Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, TPHCM",1995000000,778
125,60.0,2,2,2,11/03/2023,22051459," Trường Chinh, Phường Tân Thới Nhất, Quận 12, TPHCM",2150000000,761
126,67.0,1,1,2,11/03/2023,21889064," Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, TPHCM",2010000000,778
127,52.0,1,1,2,11/03/2023,22007461," Hoàng Sa, Phường 12, Quận 3, TPHCM",2900000000,770
128,74.0,2,2,2,11/03/2023,22053974," Phú Thuận, Phường Phú Thuận, Quận 7, TPHCM",2135000000,778
129,94.0,3,2,2,11/03/2023,22053968," Âu Cơ, Phường Tân Thành, Quận Tân Phú, TPHCM",1370000000,767
130,39.0,1,1,4,11/03/2023,21589914," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",1750000000,778
131,65.0,2,2,2,11/03/2023,21859102," Đường số 35, Phường Cát Lái, Quận 2 (TP. Thủ Đức), TPHCM",1550000000,769
132,112.0,3,2,2,11/03/2023,21859162," Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, TPHCM",3350000000,778
133,69.0,2,2,2,11/03/2023,21859178," Thủy Lợi, Phường Phước Long A, Quận 9 (TP. Thủ Đức), TPHCM",1720000000,769
134,65.0,2,2,2,11/03/2023,21859195," Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",1670000000,767
135,71.0,2,2,2,11/03/2023,21859227," Nguyễn Xí, Phường 26, Quận Bình Thạnh, TPHCM",1890000000,765
136,70.0,2,2,2,11/03/2023,21859259," Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",2280000000,778
137,74.0,2,2,2,11/03/2023,21859572," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",1770000000,786
138,75.0,2,2,2,11/03/2023,21724695," Nguyên Hồng, Phường 1, Quận Gò Vấp, TPHCM",3600000000,764
139,73.0,2,1,4,11/03/2023,21458857," Đường D4, Phường Tân Hưng, Quận 7, TPHCM",2400000000,778
140,86.0,3,2,2,11/03/2023,21992959," Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM",2060000000,767
141,75.0,2,2,2,11/03/2023,21992966," Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, TPHCM",1680000000,766
142,86.0,3,3,2,11/03/2023,21993219," Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, TPHCM",2300000000,778
143,72.0,2,2,0,11/03/2023,21993562," Đường số 20, Phường Hiệp Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1890000000,769
144,70.0,1,1,2,11/03/2023,21993996," Ngô Tất Tố, Phường 21, Quận Bình Thạnh, TPHCM",2800000000,765
145,60.0,2,2,2,11/03/2023,21994041," Ngô Tất Tố, Phường 19, Quận Bình Thạnh, TPHCM",1680000000,765
146,86.0,2,2,2,11/03/2023,21994333," Lũy Bán Bích, Phường Phú Thạnh, Quận Tân Phú, TPHCM",1680000000,767
147,90.0,2,2,2,11/03/2023,21994346," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",3160000000,773
148,70.0,2,2,2,11/03/2023,21994366," Phú Thuận, Phường Phú Thuận, Quận 7, TPHCM",2550000000,778
149,45.0,1,1,2,11/03/2023,21994378," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",1365000000,769
150,65.0,2,2,2,11/03/2023,21994383," Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, TPHCM",2350000000,778
151,102.0,3,2,2,11/03/2023,21994425," Mai Chí Thọ, Phường Bình Khánh, Quận 2 (TP. Thủ Đức), TPHCM",4325000000,769
152,92.0,2,2,2,11/03/2023,21994434," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",2350000000,776
153,60.0,2,2,2,11/03/2023,21994440," Đường D6, Phường Bình Chiểu, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1680000000,769
154,75.0,2,2,2,11/03/2023,21995407," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",2235000000,776
155,64.0,2,2,2,11/03/2023,21996026," Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",1786000000,767
156,82.0,2,2,2,11/03/2023,21860969," Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận, TPHCM",3560000000,768
157,65.0,2,2,2,11/03/2023,21996037," Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, TPHCM",1830000000,767
158,107.0,3,2,2,11/03/2023,21860974," Âu Cơ, Phường Tân Thành, Quận Tân Phú, TPHCM",3250000000,767
159,93.0,2,2,2,11/03/2023,21996048," Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, TPHCM",2310000000,765
160,75.0,2,2,2,11/03/2023,21861061," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",3480000000,769
161,90.0,2,2,2,11/03/2023,21996054," Lê Đại Hành, Phường 15, Quận 11, TPHCM",3550000000,772
162,56.0,1,1,2,11/03/2023,21861069," Hồng Hà, Phường 2, Quận Tân Bình, TPHCM",1720000000,766
163,78.0,2,2,2,11/03/2023,21996088," Tôn Đản, Phường 13, Quận 4, TPHCM",2450000000,773
164,66.0,2,2,2,11/03/2023,21861180," Đỗ Xuân Hợp, Phường Phước Long B, Quận 9 (TP. Thủ Đức), TPHCM",1570000000,769
165,60.0,1,1,2,11/03/2023,21993221," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",1760000000,765
166,78.0,2,2,2,11/03/2023,21861277," Linh Đông, Phường Linh Trung, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1860000000,769
167,98.0,3,2,2,11/03/2023,21993575," Đường số 10, Phường Hiệp Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), TPHCM",2980000000,769
168,52.0,2,1,2,11/03/2023,21861296," Đỗ Xuân Hợp, Phường Phước Long B, Quận 9 (TP. Thủ Đức), TPHCM",1168000000,769
169,76.0,2,2,3,11/03/2023,21900363," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",4000000000,778
170,90.0,3,2,2,11/03/2023,21993582," Cao Đạt, Phường 1, Quận 5, TPHCM",1950000000,774
171,90.0,3,2,2,11/03/2023,21861374," Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, TPHCM",3200000000,778
172,90.0,2,2,2,11/03/2023,21994031," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",2250000000,765
173,130.0,3,3,2,11/03/2023,21861402," Phổ Quang, Phường 2, Quận Tân Bình, TPHCM",3890000000,766
174,85.0,2,2,2,11/03/2023,21859899," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",3820000000,765
175,67.0,2,2,2,11/03/2023,21458861," Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, TPHCM",2500000000,778
176,128.0,3,2,2,11/03/2023,21994146," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",2865000000,778
177,70.0,2,2,2,11/03/2023,21861411," Đường D6, Phường Bình Chiểu, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1770000000,769
178,109.0,3,2,3,11/03/2023,21900399," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",5400000000,778
179,72.0,2,2,2,11/03/2023,21994162," Nguyễn Xí, Phường 26, Quận Bình Thạnh, TPHCM",1870000000,765
180,70.0,2,2,2,11/03/2023,21861421," Đường D1, Phường 25, Quận Bình Thạnh, TPHCM",2765000000,765
181,95.0,3,2,2,11/03/2023,21994176," Trương Đăng Quế, Phường 3, Quận Gò Vấp, TPHCM",2765000000,764
182,78.0,2,2,2,11/03/2023,21861442," Tô Hiến Thành, Phường 14, Quận 10, TPHCM",4160000000,771
183,65.0,2,2,2,11/03/2023,21994313," Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, TPHCM",1980000000,767
184,90.0,2,2,2,11/03/2023,21861489," Bạch Đằng, Phường 2, Quận Tân Bình, TPHCM",3120000000,766
185,97.0,2,2,2,11/03/2023,21994403," Hậu Giang, Phường 11, Quận 6, TPHCM",2860000000,775
186,90.0,2,2,2,11/03/2023,21861509," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",5240000000,771
187,74.0,2,2,2,11/03/2023,21994408," Cộng Hòa, Phường 12, Quận Tân Bình, TPHCM",2130000000,766
188,52.0,2,1,4,11/03/2023,22049025," Lái Thiêu, Phường Lái Thiêu, Thành Phố Thuận An, Bình Dương",1250000000,725
189,77.0,2,2,2,11/03/2023,21861519," Âu Cơ, Phường Tân Thành, Quận Tân Phú, TPHCM",1586000000,767
190,82.0,2,2,2,11/03/2023,21994413," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",3650000000,773
191,53.0,2,1,4,11/03/2023,22049087," Vĩnh Phú 38, Phường Vĩnh Phú, Thành Phố Thuận An, Bình Dương",1250000000,725
192,75.0,2,2,2,11/03/2023,21862154," Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",3520000000,769
193,65.0,2,2,2,11/03/2023,21994897," Tản Đà, Phường 11, Quận 5, TPHCM",1670000000,774
194,74.0,2,2,2,11/03/2023,21995388," Cao Lỗ, Phường 4, Quận 8, TPHCM",1814000000,776
195,68.0,2,2,2,11/03/2023,21992899," Đỗ Xuân Hợp, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",1750000000,769
196,78.0,2,2,2,11/03/2023,21996066," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2785000000,767
197,70.0,2,2,2,11/03/2023,21890392," Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, TPHCM",2700000000,778
198,65.0,2,2,2,11/03/2023,21996067," Tân Hòa Đông, Phường 13, Quận 6, TPHCM",2045000000,775
199,96.0,3,2,2,11/03/2023,21861008," Võ Văn Kiệt, Phường 3, Quận 6, TPHCM",2850000000,775
200,57.0,2,1,2,11/03/2023,21996046," Lạc Long Quân, Phường 9, Quận Tân Bình, TPHCM",1585000000,766
201,68.0,2,2,2,11/03/2023,21861829," Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TPHCM",2240000000,765
202,65.0,2,2,2,11/03/2023,21859303," Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, TPHCM",2350000000,778
203,147.0,3,3,2,11/03/2023,21993664," Phú Thuận, Phường Tân Phú, Quận 7, TPHCM",3050000000,778
204,78.0,2,2,2,11/03/2023,21861494," Phan Văn Trị, Phường 10, Quận Gò Vấp, TPHCM",4360000000,764
205,64.0,2,2,2,11/03/2023,21859553," Mai Chí Thọ, Phường Thủ Thiêm, Quận 2 (TP. Thủ Đức), TPHCM",2330000000,769
206,96.5,2,2,2,11/03/2023,21995391," Võ Văn Kiệt, Phường 16, Quận 8, TPHCM",1950000000,776
207,68.0,2,2,2,11/03/2023,21859676," Vĩnh Lộc, Phường Bình Hưng Hòa B, Quận Bình Tân, TPHCM",1362000000,777
