,Diện tích,Phòng ngủ,Phòng tắm,Pháp lý,Ngày đăng,Mã BĐS,Địa chỉ,Giá
5475,160.0,3,3,Không xác định,11/03/2023,21652197," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",8 tỷ 500 triệu
5476,96.0,2,2,Hợp đồng mua bán,11/03/2023,21216199," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 900 triệu
5477,86.0,2,2,Hợp đồng mua bán,11/03/2023,21628313," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 560 triệu
5478,88.8,2,2,Hợp đồng mua bán,11/03/2023,21216188," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 800 triệu
5479,85.0,2,2,Hợp đồng mua bán,11/03/2023,21622974," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 440 triệu
5480,71.0,2,2,Hợp đồng mua bán,11/03/2023,21216183," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 550 triệu
5481,53.0,1,1,Hợp đồng mua bán,11/03/2023,21618460," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 700 triệu
5482,64.0,2,1,Hợp đồng mua bán,11/03/2023,21216177," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 150 triệu
5483,84.0,2,2,Hợp đồng mua bán,11/03/2023,21618458," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 500 triệu
5484,112.0,2,2,Hợp đồng mua bán,11/03/2023,21215992," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 600 triệu
5485,85.0,2,2,Hợp đồng mua bán,11/03/2023,21787922," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 400 triệu
5486,63.0,2,2,Hợp đồng mua bán,11/03/2023,21216065," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 100 triệu
5487,71.0,2,2,Hợp đồng mua bán,11/03/2023,21215978," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 500 triệu
5488,71.0,2,2,Hợp đồng mua bán,11/03/2023,21215959," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 300 triệu
5489,85.0,2,2,Hợp đồng mua bán,11/03/2023,21765332," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 450 triệu
5490,104.0,3,2,Hợp đồng mua bán,11/03/2023,21215686," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 800 triệu
5491,121.0,3,2,Hợp đồng mua bán,11/03/2023,21765320," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",7 tỷ 890 triệu
5492,63.0,2,2,Hợp đồng mua bán,11/03/2023,21215635," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 150 triệu
5493,96.0,2,2,Hợp đồng mua bán,11/03/2023,21765316," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 900 triệu
5494,63.0,2,2,Hợp đồng mua bán,11/03/2023,21213748," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 180 triệu
5495,88.8,2,2,Hợp đồng mua bán,11/03/2023,21204830," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 400 triệu
5496,63.0,2,2,Hợp đồng mua bán,11/03/2023,21210153," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ
5497,71.0,2,2,Hợp đồng mua bán,11/03/2023,21204489," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 550 triệu
5498,117.0,3,3,Hợp đồng mua bán,11/03/2023,21758719," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 850 triệu
5499,67.0,2,2,Hợp đồng mua bán,11/03/2023,21307481," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 600 triệu
5500,85.0,2,2,Hợp đồng mua bán,11/03/2023,21758706," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 280 triệu
5501,96.0,2,2,Hợp đồng mua bán,11/03/2023,21289342," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 880 triệu
5502,53.0,2,2,Hợp đồng mua bán,11/03/2023,21250817," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 600 triệu
5503,141.0,3,3,Hợp đồng mua bán,11/03/2023,21758687," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",7 tỷ 800 triệu
5504,96.0,2,2,Hợp đồng mua bán,11/03/2023,21249408," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 680 triệu
5505,63.0,2,1,Hợp đồng mua bán,11/03/2023,21249368," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 250 triệu
5506,96.0,2,2,Hợp đồng mua bán,11/03/2023,21247569," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 500 triệu
5507,85.0,2,2,Hợp đồng mua bán,11/03/2023,21247546," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 800 triệu
5508,85.0,2,2,Hợp đồng mua bán,11/03/2023,21652128," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 180 triệu
5509,71.0,2,2,Hợp đồng mua bán,11/03/2023,21247528," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 500 triệu
5510,63.0,2,2,Không xác định,11/03/2023,21628343," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 400 triệu
5511,104.0,2,2,Sổ hồng,11/03/2023,21247502," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 900 triệu
5512,160.0,3,3,Hợp đồng mua bán,11/03/2023,21618448," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",8 tỷ 600 triệu
5513,63.0,2,1,Hợp đồng mua bán,11/03/2023,21247475," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 200 triệu
5514,71.0,2,2,Hợp đồng mua bán,11/03/2023,21244468," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 400 triệu
5515,104.0,3,2,Hợp đồng mua bán,11/03/2023,21222374," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 700 triệu
5516,63.0,2,1,Hợp đồng mua bán,11/03/2023,21217496," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 250 triệu
5517,71.0,2,2,Hợp đồng mua bán,11/03/2023,21215490," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 480 triệu
5518,112.0,2,2,Hợp đồng mua bán,11/03/2023,21787988," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 600 triệu
5519,63.0,2,1,Hợp đồng mua bán,11/03/2023,21214825," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 180 triệu
5520,96.0,2,2,Hợp đồng mua bán,11/03/2023,21787983," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 180 triệu
5521,112.0,3,2,Hợp đồng mua bán,11/03/2023,21214335," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 800 triệu
5522,96.0,2,2,Hợp đồng mua bán,11/03/2023,21787974," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 200 triệu
5523,63.0,2,2,Hợp đồng mua bán,11/03/2023,21214209," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 900 triệu
5524,85.0,2,2,Hợp đồng mua bán,11/03/2023,21787964," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 450 triệu
5525,63.0,2,2,Hợp đồng mua bán,11/03/2023,21213735," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 200 triệu
5526,100.0,2,2,Hợp đồng mua bán,11/03/2023,21202906," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 450 triệu
5527,71.0,2,2,Hợp đồng mua bán,11/03/2023,21208646," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 400 triệu
5528,117.0,2,2,Hợp đồng mua bán,11/03/2023,21289350," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 616 triệu
5529,86.0,2,2,Hợp đồng mua bán,11/03/2023,21787930," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 170 triệu
5530,112.0,3,2,Hợp đồng mua bán,11/03/2023,21249420," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 300 triệu
5531,96.0,2,2,Hợp đồng mua bán,11/03/2023,21787927," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 800 triệu
5532,88.8,2,2,Hợp đồng mua bán,11/03/2023,21249414," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 950 triệu
5533,88.0,2,2,Hợp đồng mua bán,11/03/2023,21758707," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 80 triệu
5534,127.0,3,3,Hợp đồng mua bán,11/03/2023,21242601," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ
5535,85.0,2,2,Hợp đồng mua bán,11/03/2023,21758691," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 400 triệu
5536,66.0,2,2,Hợp đồng mua bán,11/03/2023,22003234," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",2 tỷ 342 triệu
5537,117.0,3,2,Hợp đồng mua bán,11/03/2023,21749593," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 600 triệu
5538,85.0,2,2,Hợp đồng mua bán,11/03/2023,21749541," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 400 triệu
5539,96.0,2,2,Không xác định,11/03/2023,21614126," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 800 triệu
5540,112.0,3,2,Hợp đồng mua bán,11/03/2023,21823451," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 400 triệu
5541,121.0,3,2,Hợp đồng mua bán,11/03/2023,21823443," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",8 tỷ 600 triệu
5542,104.0,3,2,Hợp đồng mua bán,11/03/2023,21823438," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 600 triệu
5543,92.0,2,2,Hợp đồng mua bán,11/03/2023,21823433," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 700 triệu
5544,112.0,2,2,Hợp đồng mua bán,11/03/2023,21821517," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 600 triệu
5545,104.0,2,2,Hợp đồng mua bán,11/03/2023,21217481," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 500 triệu
5546,96.0,2,2,Hợp đồng mua bán,11/03/2023,21821513," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 200 triệu
5547,53.0,1,1,Hợp đồng mua bán,11/03/2023,21224108," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 650 triệu
5548,71.0,2,2,Hợp đồng mua bán,11/03/2023,21222447," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 600 triệu
5549,92.0,2,2,Hợp đồng mua bán,11/03/2023,21820785," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 700 triệu
5550,85.0,2,2,Hợp đồng mua bán,11/03/2023,21223781," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 675 triệu
5551,85.0,2,2,Hợp đồng mua bán,11/03/2023,21820784," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 147 triệu
5552,104.0,3,2,Hợp đồng mua bán,11/03/2023,21222409," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 600 triệu
5553,112.0,3,2,Hợp đồng mua bán,11/03/2023,21817601," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 300 triệu
5554,71.0,2,2,Hợp đồng mua bán,11/03/2023,21817584," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 680 triệu
5555,85.0,2,2,Hợp đồng mua bán,11/03/2023,21256881," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 200 triệu
5556,127.0,3,3,Hợp đồng mua bán,11/03/2023,21806959," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 800 triệu
5557,104.0,3,2,Hợp đồng mua bán,11/03/2023,21806936," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 850 triệu
5558,88.8,2,2,Hợp đồng mua bán,11/03/2023,21222230," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 400 triệu
5559,53.0,1,1,Hợp đồng mua bán,11/03/2023,21806919," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 650 triệu
5560,87.0,2,2,Hợp đồng mua bán,11/03/2023,21222211," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ
5561,53.0,1,1,Hợp đồng mua bán,11/03/2023,21806909," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 700 triệu
5562,104.0,3,2,Hợp đồng mua bán,11/03/2023,21221414," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 950 triệu
5563,96.0,2,2,Hợp đồng mua bán,11/03/2023,21758694," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 837 triệu
5564,71.0,2,2,Hợp đồng mua bán,11/03/2023,21221407," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 450 triệu
5565,104.0,3,3,Hợp đồng mua bán,11/03/2023,21758689," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 500 triệu
5566,96.0,2,2,Hợp đồng mua bán,11/03/2023,21221389," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 900 triệu
5567,85.0,2,2,Hợp đồng mua bán,11/03/2023,21732302," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 141 triệu
5568,88.8,2,2,Hợp đồng mua bán,11/03/2023,21221364," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 800 triệu
5569,180.0,4,4,Không xác định,11/03/2023,21596127," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",11 tỷ 600 triệu
5570,117.0,3,1,Hợp đồng mua bán,11/03/2023,21221378," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 700 triệu
5571,89.0,2,2,Sổ hồng,11/03/2023,21596100," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 290 triệu
5572,127.0,3,3,Hợp đồng mua bán,11/03/2023,21221355," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 500 triệu
5573,63.0,2,2,Hợp đồng mua bán,11/03/2023,21219299," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 200 triệu
5574,86.0,2,2,Hợp đồng mua bán,11/03/2023,21824088," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 200 triệu
5575,88.0,2,2,Hợp đồng mua bán,11/03/2023,21219267," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 200 triệu
5576,127.0,3,3,Hợp đồng mua bán,11/03/2023,21219211," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 500 triệu
5577,85.0,2,2,Hợp đồng mua bán,11/03/2023,21219124," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 300 triệu
5578,107.0,3,2,Hợp đồng mua bán,11/03/2023,21820788," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 800 triệu
5579,96.0,2,2,Hợp đồng mua bán,11/03/2023,21219055," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",7 tỷ
5580,112.0,3,2,Hợp đồng mua bán,11/03/2023,21820787," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 600 triệu
5581,100.0,3,2,Sổ hồng,11/03/2023,22052423," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",1 tỷ 832 triệu
5582,63.0,1,1,Hợp đồng mua bán,11/03/2023,21217451," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 550 triệu
5583,71.0,2,2,Hợp đồng mua bán,11/03/2023,21806890," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 700 triệu
5584,56.0,2,2,Sổ hồng,11/03/2023,22052441," Nguyễn Xí, Phường 26, Quận Bình Thạnh, TPHCM",1 tỷ 236 triệu
5585,107.5,3,2,Hợp đồng mua bán,11/03/2023,21214888," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ
5586,84.0,2,2,Hợp đồng mua bán,11/03/2023,21806900," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 500 triệu
5587,88.0,2,2,Sổ hồng,11/03/2023,22052444," Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, TPHCM",1 tỷ 922 triệu
5588,85.0,2,2,Hợp đồng mua bán,11/03/2023,21214306," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 300 triệu
5589,104.0,3,2,Hợp đồng mua bán,11/03/2023,21806883," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 600 triệu
5590,112.0,3,3,Hợp đồng mua bán,11/03/2023,21213766," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 250 triệu
5591,53.0,1,1,Hợp đồng mua bán,11/03/2023,21803872," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 700 triệu
5592,85.0,2,2,Hợp đồng mua bán,11/03/2023,21223873," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 300 triệu
5593,71.0,2,2,Hợp đồng mua bán,11/03/2023,21803858," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 680 triệu
5594,71.0,2,2,Hợp đồng mua bán,11/03/2023,21222427," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 500 triệu
5595,85.0,2,2,Hợp đồng mua bán,11/03/2023,21803851," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 400 triệu
5596,71.0,2,2,Hợp đồng mua bán,11/03/2023,21204832," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 250 triệu
5597,131.0,3,2,Hợp đồng mua bán,11/03/2023,21803841," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 850 triệu
5598,85.0,2,2,Hợp đồng mua bán,11/03/2023,21204823," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 800 triệu
5599,85.0,2,2,Hợp đồng mua bán,11/03/2023,21803833," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 141 triệu
5600,71.0,2,2,Hợp đồng mua bán,11/03/2023,21204816," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 500 triệu
5601,121.0,3,3,Hợp đồng mua bán,11/03/2023,21803827," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",7 tỷ 820 triệu
5602,119.0,3,2,Hợp đồng mua bán,11/03/2023,21204804," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 150 triệu
5603,117.0,3,2,Hợp đồng mua bán,11/03/2023,21794962," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 780 triệu
5604,107.0,3,2,Hợp đồng mua bán,11/03/2023,21204790," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 450 triệu
5605,198.0,3,3,Hợp đồng mua bán,11/03/2023,21204767," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",10 tỷ
5606,71.0,2,2,Hợp đồng mua bán,11/03/2023,21204781," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 250 triệu
5607,160.0,3,4,Hợp đồng mua bán,11/03/2023,21614044," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",8 tỷ 500 triệu
5608,80.0,2,2,Hợp đồng mua bán,11/03/2023,21204755," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 200 triệu
5609,117.0,3,2,Hợp đồng mua bán,11/03/2023,21824188," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",7 tỷ 180 triệu
5610,71.0,2,2,Hợp đồng mua bán,11/03/2023,21204504," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 200 triệu
5611,84.0,3,2,Hợp đồng mua bán,11/03/2023,21204493," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 800 triệu
5612,53.0,2,2,Hợp đồng mua bán,11/03/2023,21204486," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 300 triệu
5613,63.0,2,1,Hợp đồng mua bán,11/03/2023,21803864," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 300 triệu
5614,95.0,2,2,Hợp đồng mua bán,11/03/2023,21204480," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 700 triệu
5615,86.0,2,2,Hợp đồng mua bán,11/03/2023,21803825," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 990 triệu
5616,104.0,3,3,Hợp đồng mua bán,11/03/2023,21204482," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ
5617,100.0,2,2,Hợp đồng mua bán,11/03/2023,21204477," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 100 nghìn
5618,100.0,2,2,Hợp đồng mua bán,11/03/2023,21204474," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 999 triệu
5619,100.0,2,2,Hợp đồng mua bán,11/03/2023,21203396," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 999 triệu
5620,68.0,2,2,Hợp đồng mua bán,11/03/2023,21795130," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 680 triệu
5621,88.0,2,2,Hợp đồng mua bán,11/03/2023,21203115," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ
5622,96.0,2,2,Hợp đồng mua bán,11/03/2023,21795120," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",6 tỷ 500 triệu
5623,96.0,2,2,Hợp đồng mua bán,11/03/2023,21225749," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 567 triệu
5624,104.0,2,2,Hợp đồng mua bán,11/03/2023,21223800," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ
5625,117.0,3,2,Hợp đồng mua bán,11/03/2023,21794144," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",5 tỷ 800 triệu
5626,85.0,2,2,Hợp đồng mua bán,11/03/2023,21214816," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 800 triệu
5627,63.0,2,1,Hợp đồng mua bán,11/03/2023,21794135," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 300 triệu
5628,63.0,2,2,Hợp đồng mua bán,11/03/2023,21214659," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 900 triệu
5629,71.0,2,2,Hợp đồng mua bán,11/03/2023,21794132," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 650 triệu
5630,63.0,2,1,Hợp đồng mua bán,11/03/2023,21214591," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 150 triệu
5631,98.0,3,2,Hợp đồng mua bán,11/03/2023,21793573," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 800 triệu
5632,104.0,3,2,Hợp đồng mua bán,11/03/2023,21214527," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 500 triệu
5633,104.0,3,2,Hợp đồng mua bán,11/03/2023,21793556," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 800 triệu
5634,71.0,2,2,Hợp đồng mua bán,11/03/2023,21214518," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 270 triệu
5635,53.0,1,1,Hợp đồng mua bán,11/03/2023,21793550," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 700 triệu
5636,84.0,2,2,Hợp đồng mua bán,11/03/2023,21214506," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 500 triệu
5637,71.0,2,2,Hợp đồng mua bán,11/03/2023,21793543," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 450 triệu
5638,71.0,2,2,Hợp đồng mua bán,11/03/2023,21214398," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",3 tỷ 500 triệu
5639,96.0,2,2,Không xác định,11/03/2023,21596160," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",7 tỷ 100 triệu
5640,76.0,2,2,Sổ hồng,11/03/2023,21699292," Lũy Bán Bích, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM",2 tỷ 550 triệu
5641,96.0,2,2,Hợp đồng mua bán,11/03/2023,21214393," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 900 triệu
5642,121.0,3,3,Hợp đồng mua bán,11/03/2023,21804631," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",7 tỷ 980 triệu
5643,85.0,2,2,Hợp đồng mua bán,11/03/2023,21214371," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",4 tỷ 800 triệu
